,employer,chill_app,time_chill,work_app,time_work,timestamp,coef
389,Jeffrey Crumley,Яндекс.Музыка,2.6,Teams,7.4,31-07-2022,2.0
519,Kenneth Harvey,Twitch,3.5,PgAdmin4,6.5,01-08-2022,1.0
1455,Lachelle Armstrong,YouTube,2.4,PyCharm,7.6,01-08-2022,0.0
2183,Wendy Orr,Яндекс.Музыка,2.3,Teams,7.7,01-08-2022,1.0
2991,Jeanne Taylor,YouTube,3.5,Git,6.5,01-08-2022,1.0
875,Michael Cuneo,Яндекс.Музыка,8.2,PyCharm,1.8,01-08-2022,1.0
2870,Gloria Schmitz,Яндекс.Музыка,2.2,Git,7.8,01-08-2022,0.0
2011,Ruby Dicus,YouTube,4.0,PyCharm,6.0,01-08-2022,0.5
2563,Eliz Urban,Яндекс.Музыка,3.2,Teams,6.8,01-08-2022,2.0
1721,Irene Semmes,YouTube,3.0,Git,7.0,01-08-2022,1.0
2785,Max Ceasar,Яндекс.Музыка,2.9,PyCharm,7.1,01-08-2022,1.5
453,Dorathy Lander,Яндекс.Музыка,2.4,Teams,7.6,01-08-2022,1.5
1321,Steve Wolcott,Twitch,2.4,Git,7.6,01-08-2022,1.5
2445,Donnie Flores,Twitch,3.3,Teams,6.7,01-08-2022,1.0
429,Ann Flanagan,Яндекс.Музыка,4.0,Git,6.0,01-08-2022,1.0
1614,Jerry Joy,Twitch,3.8,Git,6.2,01-08-2022,0.5
1382,Anthony Hankerson,Twitch,3.3,PyCharm,6.7,01-08-2022,0.0
2540,Megan Elizondo,Twitch,3.1,PgAdmin4,6.9,02-08-2022,1.5
1373,Jacob Cole,Яндекс.Музыка,2.5,PyCharm,7.5,02-08-2022,1.0
1413,Vincent Robertson,YouTube,3.8,Git,6.2,02-08-2022,3.0
449,Ann Flanagan,Яндекс.Музыка,3.4,PgAdmin4,6.6,02-08-2022,1.5
2402,Laura Acker,YouTube,2.9,PgAdmin4,7.1,02-08-2022,0.0
1871,Shirley Murphree,Twitch,3.8,Teams,6.2,02-08-2022,0.5
387,Jeffrey Crumley,YouTube,3.3,PyCharm,6.7,02-08-2022,0.5
113,Lisa Johnston,YouTube,2.7,PyCharm,7.3,02-08-2022,0.5
1229,Thersa Willhite,Яндекс.Музыка,2.9,PyCharm,7.1,02-08-2022,0.5
1112,Nicole Natalie,YouTube,4.0,Git,6.0,02-08-2022,1.0
81,Jerome Lawrence,Twitch,3.1,PyCharm,6.9,02-08-2022,1.0
2800,Maxie Banks,Twitch,3.2,Git,6.8,02-08-2022,1.0
1712,Irene Semmes,YouTube,3.3,PgAdmin4,6.7,02-08-2022,0.5
912,Carlton Peyton,Яндекс.Музыка,6.6,PyCharm,3.4,02-08-2022,1.0
2568,Eliz Urban,Яндекс.Музыка,2.4,PgAdmin4,7.6,02-08-2022,0.0
595,Evelyn Moran,Яндекс.Музыка,2.6,PgAdmin4,7.4,02-08-2022,1.0
763,William Dixon,YouTube,2.9,Git,7.1,02-08-2022,2.0
2037,Ruby Dicus,Twitch,2.2,Teams,7.8,02-08-2022,0.5
2249,Joseph Pike,YouTube,2.3,Teams,7.7,02-08-2022,1.0
2393,Nellie Alexander,Яндекс.Музыка,2.9,PgAdmin4,7.1,03-08-2022,0.5
768,William Dixon,Яндекс.Музыка,2.1,Teams,7.9,03-08-2022,1.5
999,Priscilla Boyd,Twitch,2.7,PyCharm,7.3,03-08-2022,0.5
307,David Orr,Яндекс.Музыка,3.8,PyCharm,6.2,03-08-2022,2.0
1776,Joe Gordon,Twitch,3.1,Teams,6.9,03-08-2022,1.0
431,Ann Flanagan,YouTube,2.2,PyCharm,7.8,03-08-2022,0.5
2070,Rafael Lampe,YouTube,2.2,Git,7.8,03-08-2022,3.0
337,Louise Gerber,Twitch,2.0,Git,8.0,03-08-2022,0.5
2430,Donnie Flores,Яндекс.Музыка,2.7,Teams,7.3,03-08-2022,1.5
236,Salvatore Ketron,YouTube,3.7,Git,6.3,03-08-2022,1.0
1938,Anna Lauer,Яндекс.Музыка,2.9,Teams,7.1,03-08-2022,1.0
478,Dorathy Lander,Яндекс.Музыка,2.9,Teams,7.1,03-08-2022,1.5
985,Mary Remis,Яндекс.Музыка,8.0,PgAdmin4,2.0,03-08-2022,3.0
2966,Jay Traficante,Twitch,2.2,Git,7.8,04-08-2022,0.5
1652,David Herman,Twitch,2.8,PyCharm,7.2,04-08-2022,0.5
978,Mary Remis,Twitch,3.3,PgAdmin4,6.7,04-08-2022,2.0
2486,Kathryn Ford,YouTube,3.5,PgAdmin4,6.5,04-08-2022,1.0
1366,Jacob Cole,Twitch,3.4,PyCharm,6.6,04-08-2022,0.5
1908,Ray Zanola,YouTube,3.3,Teams,6.7,04-08-2022,0.0
396,Rose Vanatta,Twitch,3.7,Git,6.3,04-08-2022,1.0
2363,Sarah Harwood,Яндекс.Музыка,2.6,PyCharm,7.4,04-08-2022,0.0
2089,Rafael Lampe,YouTube,7.0,PyCharm,3.0,04-08-2022,1.5
940,Glenda Boswell,Twitch,2.9,PyCharm,7.1,04-08-2022,0.5
2803,Maxie Banks,Twitch,2.1,PgAdmin4,7.9,04-08-2022,1.0
2907,Amanda Leatham,Twitch,2.5,Git,7.5,04-08-2022,1.0
116,Lisa Johnston,Twitch,2.2,Git,7.8,04-08-2022,1.0
2293,Robert Bennett,Яндекс.Музыка,3.9,Git,6.1,04-08-2022,1.0
1244,Tonya Rhodes,Яндекс.Музыка,3.1,PyCharm,6.9,04-08-2022,2.0
1578,John Galvin,Twitch,3.7,PyCharm,6.3,04-08-2022,1.0
2723,Ann Gardner,YouTube,3.6,PyCharm,6.4,04-08-2022,1.5
1836,Robert Locke,Яндекс.Музыка,3.4,PyCharm,6.6,04-08-2022,1.5
1174,Howard Barnes,YouTube,3.7,PyCharm,6.3,04-08-2022,0.5
1775,Joe Gordon,YouTube,2.5,PyCharm,7.5,04-08-2022,1.5
63,Jerome Lawrence,YouTube,3.9,PyCharm,6.1,05-08-2022,0.5
1456,Lachelle Armstrong,Яндекс.Музыка,3.8,Git,6.2,05-08-2022,1.5
2631,Larry Williamson,Twitch,3.6,PgAdmin4,6.4,05-08-2022,0.5
1333,Steve Wolcott,YouTube,3.7,PgAdmin4,6.3,05-08-2022,0.5
390,Rose Vanatta,Яндекс.Музыка,3.6,PgAdmin4,6.4,05-08-2022,0.0
1856,Robert Locke,Twitch,3.0,PyCharm,7.0,05-08-2022,0.5
286,Lisa Bailes,YouTube,3.5,Teams,6.5,05-08-2022,0.5
2735,Marvin Wilson,YouTube,3.9,PgAdmin4,6.1,05-08-2022,1.0
2965,Jay Traficante,Twitch,3.5,PyCharm,6.5,05-08-2022,0.5
2313,Lyndon Falls,Яндекс.Музыка,2.9,Git,7.1,05-08-2022,0.0
2282,Robert Bennett,Яндекс.Музыка,2.3,Git,7.7,05-08-2022,1.5
1069,Rogelio Degeyter,Яндекс.Музыка,2.8,PyCharm,7.2,05-08-2022,0.0
2867,Gloria Schmitz,Яндекс.Музыка,2.9,Git,7.1,05-08-2022,1.5
234,Salvatore Ketron,Яндекс.Музыка,3.1,PyCharm,6.9,05-08-2022,1.5
1408,Anthony Hankerson,YouTube,2.5,PgAdmin4,7.5,05-08-2022,1.5
1506,Linda Valdez,Twitch,3.4,Git,6.6,05-08-2022,1.5
1808,Carol Chapman,Twitch,3.7,PyCharm,6.3,05-08-2022,1.5
2118,Scott Self,Яндекс.Музыка,2.4,PyCharm,7.6,05-08-2022,0.5
1305,Ralph Roache,YouTube,2.8,Git,7.2,05-08-2022,1.0
2909,Amanda Leatham,Яндекс.Музыка,2.0,Git,8.0,06-08-2022,1.0
2290,Robert Bennett,Twitch,2.3,Git,7.7,06-08-2022,1.0
426,Ann Flanagan,Яндекс.Музыка,3.0,Git,7.0,06-08-2022,1.5
696,Louis Stater,Яндекс.Музыка,3.9,Git,6.1,06-08-2022,1.0
1932,Anna Lauer,Twitch,4.0,PgAdmin4,6.0,06-08-2022,1.5
2745,Marvin Wilson,Twitch,2.4,PyCharm,7.6,06-08-2022,1.0
1093,William Diaz,YouTube,3.1,Teams,6.9,06-08-2022,1.0
1068,Rogelio Degeyter,Яндекс.Музыка,3.5,Teams,6.5,06-08-2022,1.0
34,Sandra Cox,Twitch,3.6,PgAdmin4,6.4,06-08-2022,1.0
1542,Thomas Poore,Яндекс.Музыка,3.6,Git,6.4,06-08-2022,1.5
1235,Tonya Rhodes,YouTube,3.1,Teams,6.9,06-08-2022,2.0
2385,Nellie Alexander,YouTube,2.0,Git,8.0,06-08-2022,0.5
587,Evelyn Moran,Twitch,3.5,Teams,6.5,06-08-2022,0.0
196,Yvette Dugas,YouTube,2.4,PyCharm,7.6,06-08-2022,1.0
2915,Gary Richardson,Twitch,3.5,PyCharm,6.5,06-08-2022,1.5
245,Lynne Dozier,Twitch,2.0,Git,8.0,06-08-2022,0.5
547,Dwayne Williams,Twitch,2.3,Git,7.7,06-08-2022,1.0
2202,Barry Powell,Яндекс.Музыка,3.4,Teams,6.6,06-08-2022,0.0
825,Janel Peeler,Яндекс.Музыка,2.2,Git,7.8,06-08-2022,0.5
2213,Barry Powell,Яндекс.Музыка,2.1,Teams,7.9,07-08-2022,1.0
2841,Bruce Makela,YouTube,3.6,Teams,6.4,07-08-2022,0.0
1977,Curtis Davis,YouTube,2.5,Git,7.5,07-08-2022,1.5
716,Louis Stater,Twitch,3.6,Git,6.4,07-08-2022,1.0
1644,David Lott,Twitch,3.9,Teams,6.1,07-08-2022,0.0
54,Sandra Cox,Яндекс.Музыка,3.0,Git,7.0,07-08-2022,1.0
208,Yvette Dugas,YouTube,6.0,PgAdmin4,4.0,07-08-2022,1.0
2163,Wendy Orr,Twitch,3.7,PgAdmin4,6.3,07-08-2022,0.5
616,Marvin Hansen,Twitch,3.0,Git,7.0,07-08-2022,2.0
599,Evelyn Moran,Twitch,3.3,Git,6.7,07-08-2022,1.0
803,Alice Washington,Twitch,2.5,PyCharm,7.5,07-08-2022,2.5
306,David Orr,Яндекс.Музыка,8.6,PgAdmin4,1.4,07-08-2022,1.0
2337,Lyndon Falls,YouTube,3.3,Git,6.7,07-08-2022,0.0
2757,Marvin Wilson,YouTube,2.0,Git,8.0,07-08-2022,2.0
2010,Ruby Dicus,Twitch,7.2,PyCharm,2.8,07-08-2022,1.5
1724,Irene Semmes,YouTube,3.8,PgAdmin4,6.2,07-08-2022,1.0
732,Brent Degan,Twitch,8.0,PyCharm,2.0,07-08-2022,1.0
403,Rose Vanatta,YouTube,8.4,PyCharm,1.6,07-08-2022,0.5
269,Lynne Dozier,Twitch,7.8,Teams,2.2,07-08-2022,0.5
1325,Steve Wolcott,Яндекс.Музыка,3.6,Git,6.4,08-08-2022,2.0
1953,Curtis Davis,Twitch,2.4,Git,7.6,08-08-2022,0.5
2912,Gary Richardson,YouTube,2.4,PyCharm,7.6,08-08-2022,0.5
2599,Florence Smith,YouTube,3.4,Git,6.6,08-08-2022,1.5
1755,Charles Brown,YouTube,2.4,PyCharm,7.6,08-08-2022,1.0
1502,Linda Valdez,Twitch,3.9,PyCharm,6.1,08-08-2022,0.0
343,Louise Gerber,Яндекс.Музыка,3.4,PgAdmin4,6.6,08-08-2022,2.0
905,Carlton Peyton,Яндекс.Музыка,3.0,Git,7.0,08-08-2022,0.5
2959,Jay Traficante,Twitch,2.8,Git,7.2,08-08-2022,0.0
1694,Dorthea Guyton,Яндекс.Музыка,2.2,PgAdmin4,7.8,08-08-2022,0.5
2514,Michelle Robbins,Twitch,2.6,Git,7.4,08-08-2022,2.5
640,Randy Balch,YouTube,3.5,Teams,6.5,08-08-2022,0.5
1926,Anna Lauer,Twitch,3.5,Git,6.5,08-08-2022,0.0
1357,Jacob Cole,YouTube,2.2,Git,7.8,09-08-2022,1.0
2449,Donnie Flores,Twitch,4.0,Teams,6.0,09-08-2022,1.0
2022,Ruby Dicus,Яндекс.Музыка,2.7,Git,7.3,09-08-2022,1.0
2349,Sarah Harwood,Яндекс.Музыка,3.4,PyCharm,6.6,09-08-2022,0.5
883,Michael Cuneo,Twitch,6.4,PgAdmin4,3.6,09-08-2022,0.0
312,David Orr,Яндекс.Музыка,3.7,PgAdmin4,6.3,09-08-2022,1.5
433,Ann Flanagan,Twitch,2.7,Teams,7.3,09-08-2022,2.0
1427,Vincent Robertson,YouTube,3.4,PyCharm,6.6,09-08-2022,0.5
2565,Eliz Urban,Яндекс.Музыка,3.4,Teams,6.6,09-08-2022,3.0
271,Lisa Bailes,Яндекс.Музыка,3.5,PyCharm,6.5,09-08-2022,2.0
2178,Wendy Orr,Twitch,2.8,PgAdmin4,7.2,09-08-2022,0.5
33,Sandra Cox,YouTube,7.2,PyCharm,2.8,09-08-2022,1.0
1863,Shirley Murphree,Twitch,2.4,PyCharm,7.6,09-08-2022,1.0
1269,Lois Harrington,Яндекс.Музыка,7.0,Git,3.0,09-08-2022,1.5
2267,Raymond Trevino,Яндекс.Музыка,3.9,PgAdmin4,6.1,09-08-2022,1.0
2316,Lyndon Falls,Twitch,3.4,Git,6.6,09-08-2022,1.5
2721,Ann Gardner,YouTube,3.2,PyCharm,6.8,09-08-2022,1.5
2769,Max Ceasar,YouTube,2.8,Git,7.2,09-08-2022,1.5
2838,Bruce Makela,Twitch,3.3,Git,6.7,09-08-2022,1.5
2549,Megan Elizondo,Яндекс.Музыка,3.6,PyCharm,6.4,09-08-2022,1.0
2989,Jeanne Taylor,YouTube,3.4,PgAdmin4,6.6,09-08-2022,0.5
2076,Rafael Lampe,Яндекс.Музыка,3.0,PyCharm,7.0,09-08-2022,1.0
731,Brent Degan,YouTube,2.6,PgAdmin4,7.4,09-08-2022,1.0
1907,Ray Zanola,YouTube,2.6,PgAdmin4,7.4,09-08-2022,0.5
524,Kenneth Harvey,YouTube,2.8,PgAdmin4,7.2,09-08-2022,1.0
2815,Maxie Banks,YouTube,3.5,PyCharm,6.5,10-08-2022,0.5
94,Lisa Johnston,Twitch,3.1,PyCharm,6.9,10-08-2022,0.5
2509,Michelle Robbins,YouTube,3.5,Teams,6.5,10-08-2022,0.5
1492,Natasha Andrews,Яндекс.Музыка,2.4,PyCharm,7.6,10-08-2022,1.0
2245,Joseph Pike,YouTube,4.0,Git,6.0,10-08-2022,2.0
2555,Eliz Urban,Twitch,3.3,Teams,6.7,10-08-2022,0.5
2455,Donnie Flores,Twitch,3.4,PgAdmin4,6.6,10-08-2022,2.5
1847,Robert Locke,Twitch,3.5,PgAdmin4,6.5,10-08-2022,0.5
1791,Joe Gordon,YouTube,2.3,Git,7.7,10-08-2022,1.5
458,Dorathy Lander,Twitch,3.6,Git,6.4,10-08-2022,0.5
1464,Lachelle Armstrong,Яндекс.Музыка,2.2,PgAdmin4,7.8,10-08-2022,1.0
2426,Laura Acker,YouTube,3.2,PgAdmin4,6.8,10-08-2022,0.5
1223,Thersa Willhite,YouTube,2.2,PyCharm,7.8,10-08-2022,0.5
1565,John Galvin,YouTube,7.3,Git,2.7,10-08-2022,1.5
1717,Irene Semmes,Twitch,3.3,Teams,6.7,10-08-2022,0.5
739,Brent Degan,Twitch,3.5,Teams,6.5,10-08-2022,1.0
44,Sandra Cox,YouTube,2.3,PgAdmin4,7.7,10-08-2022,1.5
277,Lisa Bailes,YouTube,2.6,Git,7.4,10-08-2022,0.5
325,David Orr,Twitch,3.9,Teams,6.1,11-08-2022,0.0
1483,Natasha Andrews,Яндекс.Музыка,2.8,PgAdmin4,7.2,11-08-2022,0.5
1673,David Herman,YouTube,3.2,PgAdmin4,6.8,11-08-2022,0.5
1516,Linda Valdez,Twitch,6.4,PyCharm,3.6,11-08-2022,0.5
2753,Marvin Wilson,Twitch,4.0,Git,6.0,11-08-2022,0.5
412,Rose Vanatta,YouTube,3.8,PyCharm,6.2,11-08-2022,1.0
1143,Joyce Osborne,Twitch,3.7,Teams,6.3,11-08-2022,0.5
442,Ann Flanagan,Яндекс.Музыка,3.6,Git,6.4,11-08-2022,0.5
2077,Rafael Lampe,Twitch,3.8,PgAdmin4,6.2,11-08-2022,0.5
2301,Robert Bennett,Яндекс.Музыка,2.4,Git,7.6,11-08-2022,0.0
2489,Kathryn Ford,Twitch,3.5,PyCharm,6.5,11-08-2022,0.5
153,Leah Mendoza,Яндекс.Музыка,3.8,PgAdmin4,6.2,11-08-2022,1.0
1769,Charles Brown,Яндекс.Музыка,3.5,Teams,6.5,11-08-2022,1.5
2409,Laura Acker,Twitch,2.4,PyCharm,7.6,12-08-2022,0.5
2432,Donnie Flores,YouTube,3.9,PgAdmin4,6.1,12-08-2022,0.5
334,Louise Gerber,Яндекс.Музыка,2.9,PyCharm,7.1,12-08-2022,0.5
1009,Priscilla Boyd,YouTube,4.0,PgAdmin4,6.0,12-08-2022,1.0
1554,Thomas Poore,YouTube,3.3,Teams,6.7,12-08-2022,1.0
2246,Joseph Pike,YouTube,7.2,PgAdmin4,2.8,12-08-2022,0.5
714,Louis Stater,Twitch,3.3,Git,6.7,12-08-2022,1.5
22,Paul Glass,Яндекс.Музыка,3.4,Teams,6.6,12-08-2022,3.0
2969,Jay Traficante,YouTube,3.8,Teams,6.2,12-08-2022,1.5
1387,Anthony Hankerson,YouTube,3.7,PyCharm,6.3,12-08-2022,0.5
2832,Bruce Makela,Яндекс.Музыка,2.7,Teams,7.3,12-08-2022,1.5
1951,Curtis Davis,YouTube,2.6,PyCharm,7.4,12-08-2022,2.0
927,Carlton Peyton,YouTube,2.6,PgAdmin4,7.4,12-08-2022,2.5
2975,Jeanne Taylor,Яндекс.Музыка,2.5,Teams,7.5,12-08-2022,2.0
2687,George Chausse,Twitch,3.2,PgAdmin4,6.8,12-08-2022,0.5
2936,Gary Richardson,Яндекс.Музыка,2.2,PgAdmin4,7.8,12-08-2022,2.0
2877,Gloria Schmitz,Twitch,3.7,Teams,6.3,12-08-2022,2.0
2535,Megan Elizondo,Яндекс.Музыка,2.0,Git,8.0,12-08-2022,1.0
2048,Wilma Harden,Яндекс.Музыка,3.8,PgAdmin4,6.2,13-08-2022,1.0
1500,Linda Valdez,Twitch,3.7,Git,6.3,13-08-2022,0.5
2740,Marvin Wilson,Twitch,3.6,Teams,6.4,13-08-2022,1.5
663,Albert Ortiz,Яндекс.Музыка,4.0,Git,6.0,13-08-2022,1.0
450,Dorathy Lander,Яндекс.Музыка,2.8,Git,7.2,13-08-2022,1.5
2519,Michelle Robbins,YouTube,3.5,PgAdmin4,6.5,13-08-2022,0.0
102,Lisa Johnston,Яндекс.Музыка,4.0,PgAdmin4,6.0,13-08-2022,0.5
2384,Nellie Alexander,Яндекс.Музыка,2.8,PgAdmin4,7.2,13-08-2022,0.0
994,Priscilla Boyd,Яндекс.Музыка,3.3,Teams,6.7,13-08-2022,1.5
289,Lisa Bailes,YouTube,2.6,PyCharm,7.4,14-08-2022,1.5
2531,Megan Elizondo,YouTube,3.5,Git,6.5,14-08-2022,2.0
128,John Vest,Яндекс.Музыка,3.9,PyCharm,6.1,14-08-2022,1.0
1837,Robert Locke,YouTube,2.9,PgAdmin4,7.1,14-08-2022,1.5
2371,Nellie Alexander,Яндекс.Музыка,3.5,PgAdmin4,6.5,14-08-2022,0.5
480,Anthony Wright,Яндекс.Музыка,3.1,PgAdmin4,6.9,14-08-2022,1.0
981,Mary Remis,Яндекс.Музыка,3.2,Teams,6.8,14-08-2022,0.5
328,David Orr,Twitch,8.5,PgAdmin4,1.5,14-08-2022,1.0
204,Yvette Dugas,Twitch,2.2,Teams,7.8,14-08-2022,1.5
2195,Barry Powell,Twitch,3.4,PyCharm,6.6,14-08-2022,2.0
1770,Joe Gordon,YouTube,7.7,PgAdmin4,2.3,14-08-2022,1.5
1101,William Diaz,YouTube,3.1,Git,6.9,14-08-2022,2.0
2862,Gloria Schmitz,YouTube,2.1,Git,7.9,14-08-2022,0.5
1450,Lachelle Armstrong,YouTube,2.2,Git,7.8,14-08-2022,1.0
377,Jeffrey Crumley,Twitch,6.6,PyCharm,3.4,14-08-2022,1.0
1131,Nicole Natalie,Twitch,2.8,PgAdmin4,7.2,14-08-2022,0.5
752,William Dixon,Twitch,2.3,Git,7.7,14-08-2022,0.5
37,Sandra Cox,Twitch,8.7,PgAdmin4,1.3,14-08-2022,1.5
588,Evelyn Moran,Twitch,2.8,Git,7.2,14-08-2022,0.5
1511,Linda Valdez,Яндекс.Музыка,6.6,PyCharm,3.4,14-08-2022,0.5
2594,Florence Smith,YouTube,3.2,PyCharm,6.8,14-08-2022,1.0
1667,David Herman,YouTube,3.1,PgAdmin4,6.9,15-08-2022,2.0
401,Rose Vanatta,YouTube,2.7,PyCharm,7.3,15-08-2022,2.0
784,Alice Washington,YouTube,2.2,PyCharm,7.8,15-08-2022,1.0
1446,Lachelle Armstrong,YouTube,2.3,Teams,7.7,15-08-2022,0.5
2589,Florence Smith,Яндекс.Музыка,2.2,PgAdmin4,7.8,15-08-2022,1.5
1113,Nicole Natalie,Twitch,3.4,PgAdmin4,6.6,15-08-2022,0.0
505,Anthony Wright,Twitch,2.3,Teams,7.7,15-08-2022,1.0
2226,Joseph Pike,YouTube,2.2,Git,7.8,15-08-2022,1.0
661,Albert Ortiz,YouTube,3.6,PgAdmin4,6.4,15-08-2022,0.5
2454,Donnie Flores,YouTube,3.3,Git,6.7,15-08-2022,1.0
827,Janel Peeler,Twitch,3.0,PyCharm,7.0,15-08-2022,1.5
448,Ann Flanagan,Яндекс.Музыка,3.8,Teams,6.2,15-08-2022,0.5
885,Michael Cuneo,Яндекс.Музыка,6.0,Teams,4.0,15-08-2022,1.0
2177,Wendy Orr,Twitch,2.2,Git,7.8,15-08-2022,1.0
2724,Ann Gardner,YouTube,6.2,Teams,3.8,15-08-2022,1.0
2751,Marvin Wilson,YouTube,2.1,Git,7.9,15-08-2022,0.5
1294,Ralph Roache,Яндекс.Музыка,3.3,PyCharm,6.7,15-08-2022,2.5
1576,John Galvin,Яндекс.Музыка,3.0,Teams,7.0,15-08-2022,1.5
1384,Anthony Hankerson,YouTube,3.7,PgAdmin4,6.3,15-08-2022,1.0
2670,George Chausse,YouTube,3.3,PyCharm,6.7,15-08-2022,1.0
2106,Scott Self,YouTube,7.2,Git,2.8,16-08-2022,0.5
2458,Donnie Flores,YouTube,2.5,Teams,7.5,16-08-2022,1.0
1242,Tonya Rhodes,Яндекс.Музыка,3.0,PyCharm,7.0,16-08-2022,2.5
2480,Kathryn Ford,Яндекс.Музыка,3.9,Git,6.1,16-08-2022,2.5
1132,Nicole Natalie,Яндекс.Музыка,2.8,PgAdmin4,7.2,16-08-2022,1.0
918,Carlton Peyton,YouTube,4.0,PyCharm,6.0,16-08-2022,1.0
2562,Eliz Urban,Twitch,4.0,Teams,6.0,16-08-2022,0.5
2131,Allison Sharkey,Twitch,2.2,PyCharm,7.8,16-08-2022,0.5
323,David Orr,Яндекс.Музыка,2.7,Git,7.3,16-08-2022,1.0
20,Paul Glass,Twitch,3.8,Teams,6.2,16-08-2022,0.0
1928,Anna Lauer,Яндекс.Музыка,3.5,Teams,6.5,16-08-2022,1.0
259,Lynne Dozier,Twitch,3.0,PyCharm,7.0,16-08-2022,1.0
2237,Joseph Pike,Яндекс.Музыка,2.5,Git,7.5,16-08-2022,1.5
2038,Ruby Dicus,Twitch,2.5,Teams,7.5,16-08-2022,0.5
1398,Anthony Hankerson,Twitch,3.3,PgAdmin4,6.7,16-08-2022,1.0
1096,William Diaz,Яндекс.Музыка,3.6,Git,6.4,16-08-2022,1.0
1798,Joe Gordon,Twitch,2.6,Git,7.4,16-08-2022,2.0
2193,Barry Powell,Яндекс.Музыка,2.3,Teams,7.7,16-08-2022,1.0
2990,Jeanne Taylor,YouTube,2.8,PgAdmin4,7.2,16-08-2022,0.0
2298,Robert Bennett,Twitch,3.1,PyCharm,6.9,17-08-2022,0.5
935,Glenda Boswell,Twitch,3.4,Git,6.6,17-08-2022,1.5
187,Yvette Dugas,Яндекс.Музыка,3.9,Teams,6.1,17-08-2022,1.0
276,Lisa Bailes,YouTube,3.6,Git,6.4,17-08-2022,1.0
423,Ann Flanagan,YouTube,2.1,Git,7.9,17-08-2022,0.5
1552,Thomas Poore,Яндекс.Музыка,2.4,Teams,7.6,17-08-2022,1.0
990,Priscilla Boyd,Twitch,2.9,PgAdmin4,7.1,17-08-2022,2.0
1931,Anna Lauer,Twitch,2.8,Git,7.2,17-08-2022,0.5
1183,Howard Barnes,YouTube,8.1,PyCharm,1.9,17-08-2022,2.0
550,Dwayne Williams,YouTube,3.2,PgAdmin4,6.8,17-08-2022,0.0
2084,Rafael Lampe,Twitch,2.4,Git,7.6,17-08-2022,1.0
1526,Linda Valdez,Яндекс.Музыка,3.7,PgAdmin4,6.3,17-08-2022,1.0
2641,Jimmy Williamson,Twitch,3.5,Teams,6.5,17-08-2022,1.0
85,Jerome Lawrence,Яндекс.Музыка,2.9,Git,7.1,17-08-2022,0.5
230,Salvatore Ketron,Twitch,2.2,Teams,7.8,17-08-2022,1.0
1265,Lois Harrington,YouTube,3.9,Git,6.1,17-08-2022,1.5
1708,Dorthea Guyton,Twitch,3.2,Teams,6.8,17-08-2022,1.0
2067,Wilma Harden,YouTube,2.3,PgAdmin4,7.7,17-08-2022,0.5
679,Albert Ortiz,YouTube,2.5,PgAdmin4,7.5,17-08-2022,1.5
1985,Elinor Hill,Twitch,3.3,Teams,6.7,17-08-2022,0.5
835,Janel Peeler,YouTube,2.9,Teams,7.1,17-08-2022,1.0
386,Jeffrey Crumley,YouTube,2.7,PyCharm,7.3,17-08-2022,0.5
2255,Raymond Trevino,YouTube,3.4,PyCharm,6.6,18-08-2022,1.5
2140,Allison Sharkey,YouTube,2.9,PgAdmin4,7.1,18-08-2022,0.0
2977,Jeanne Taylor,Twitch,3.9,PgAdmin4,6.1,18-08-2022,0.0
2719,Ann Gardner,YouTube,2.9,PgAdmin4,7.1,18-08-2022,2.0
897,Michael Cuneo,Яндекс.Музыка,2.2,Git,7.8,18-08-2022,0.5
1746,Charles Brown,Яндекс.Музыка,3.9,PgAdmin4,6.1,18-08-2022,1.0
2620,Larry Williamson,Яндекс.Музыка,2.5,PgAdmin4,7.5,18-08-2022,0.5
1239,Tonya Rhodes,Twitch,3.9,PyCharm,6.1,18-08-2022,1.0
1090,William Diaz,Twitch,2.2,PyCharm,7.8,18-08-2022,1.0
2887,Amanda Leatham,Яндекс.Музыка,2.6,PyCharm,7.4,18-08-2022,0.0
653,Randy Balch,YouTube,2.6,PyCharm,7.4,18-08-2022,0.5
121,John Vest,Twitch,3.8,PgAdmin4,6.2,18-08-2022,0.0
374,Jeffrey Crumley,Яндекс.Музыка,3.4,PyCharm,6.6,18-08-2022,0.5
1457,Lachelle Armstrong,Яндекс.Музыка,3.2,Git,6.8,18-08-2022,0.5
704,Louis Stater,Яндекс.Музыка,3.5,PyCharm,6.5,18-08-2022,2.0
2767,Max Ceasar,Яндекс.Музыка,3.7,PgAdmin4,6.3,18-08-2022,2.0
1880,Shirley Murphree,Twitch,3.1,PgAdmin4,6.9,18-08-2022,1.0
2392,Nellie Alexander,Twitch,3.5,PyCharm,6.5,18-08-2022,0.0
2958,Jay Traficante,Яндекс.Музыка,3.0,Teams,7.0,19-08-2022,1.0
1885,Shirley Murphree,YouTube,3.1,PgAdmin4,6.9,19-08-2022,0.5
1399,Anthony Hankerson,YouTube,2.7,PgAdmin4,7.3,19-08-2022,2.0
2928,Gary Richardson,Яндекс.Музыка,3.0,Teams,7.0,19-08-2022,1.0
2542,Megan Elizondo,Twitch,2.1,PyCharm,7.9,19-08-2022,1.0
1548,Thomas Poore,YouTube,4.0,PgAdmin4,6.0,19-08-2022,0.5
518,Kenneth Harvey,Яндекс.Музыка,3.4,Git,6.6,19-08-2022,1.5
1061,Rogelio Degeyter,Яндекс.Музыка,2.2,Teams,7.8,19-08-2022,1.0
